timestamp,foot_lateral_distance,knee_lateral_distance,left_foot_heading,right_foot_heading
0.6,0.166693884038,0.227393328823,0.582514463408,-0.0476439477142
0.633333333333,0.16484957049,0.225268277104,0.565425350487,-0.0393492723995
0.666666666667,0.16289930395,0.222989734678,0.548184493359,-0.0307830472944
0.7,0.160813112688,0.220613170078,0.531268309654,-0.0220520812436
0.733333333333,0.158559365512,0.218155561969,0.514915160374,-0.0132812889439
0.766666666667,0.156109752015,0.215598807765,0.499099889671,-0.0046259867993
0.8,0.15345135896,0.212902333484,0.483573707483,0.00372490062012
0.833333333333,0.150606785861,0.210022895725,0.46795576386,0.0115621147194
0.866666666667,0.147654824353,0.206935817745,0.451847934355,0.0186863571267
0.9,0.144740177201,0.203651065874,0.434944168849,0.0249490652027
0.933333333333,0.142064008617,0.200219572815,0.417112184342,0.0302924172228
0.966666666667,0.13985497911,0.196728320203,0.398432211939,0.0347762976604
1,0.138328379094,0.193285846707,0.379186303943,0.0385823235425
1.03333333333,0.137645875938,0.190002511757,0.359803140658,0.0419899066414
1.06666666667,0.137888351987,0.186971065476,0.340772357179,0.0453265544467
1.1,0.139049057676,0.184252236733,0.322545431396,0.0489031169217
1.13333333333,0.141045946671,0.181867776907,0.305440576913,0.0529505306594
1.16666666667,0.143744850526,0.179801049617,0.289570704207,0.0575739862781
1.2,0.146983382521,0.178003915678,0.274813024884,0.0627343268052
1.23333333333,0.150589895754,0.176408432884,0.260830568858,0.068259648721
1.26666666667,0.154398165573,0.17494190966,0.247140797048,0.0738849797466
1.3,0.1582611806,0.173543272848,0.233212247884,0.0793124888127
1.33333333333,0.162065275713,0.172177741562,0.218563431012,0.0842780925079
1.36666666667,0.165742223419,0.170846452906,0.202840808098,0.0886069452911
1.4,0.169275042079,0.169588459452,0.185862981606,0.0922444023114
1.43333333333,0.172693503537,0.168473858063,0.167631578667,0.0952585250265
1.46666666667,0.176057217599,0.16758825068,0.148319311007,0.0978189220803
1.5,0.179428299639,0.167010785942,0.128247970616,0.10016084682
1.53333333333,0.182841459271,0.16679094142,0.107863874081,0.102543731852
1.56666666667,0.186283273597,0.166931441128,0.0877088874635,0.105212161217
1.6,0.189689999838,0.167383825158,0.0683775861766,0.108365223841
1.63333333333,0.192964527194,0.168058623069,0.0504530546213,0.112136752477
1.66666666667,0.196004129825,0.168846316969,0.0344284124005,0.116585865654
1.7,0.198728035547,0.169641722471,0.020639821325,0.12169680794
1.73333333333,0.20109754236,0.170364504349,0.0092435661582,0.127387526593
1.76666666667,0.20312649383,0.17097131738,0.000255202858841,0.133523923918
1.8,0.204882257164,0.171458495844,-0.00636177501215,0.139932381666
1.83333333333,0.206476452201,0.171856414015,-0.0105999079064,0.146402840014
1.86666666667,0.20804336914,0.172217141991,-0.0123585235988,0.152681441158
1.9,0.209706454431,0.17259733427,-0.0114821747824,0.158461296207
1.93333333333,0.211539994985,0.173039705061,-0.0078917680941,0.163384584316
1.96666666667,0.213538641436,0.173557824261,-0.0017667632104,0.167064689732
2,0.215606110622,0.174128452865,0.00629961084594,0.169125887035
2.03333333333,0.217567297893,0.174693444173,0.0152543512863,0.16924683651
2.06666666667,0.219200020424,0.175170875387,0.0236943823276,0.167188990046
2.1,0.220276596644,0.175473012352,0.0301177424838,0.162794530479
2.13333333333,0.220602533893,0.175526712118,0.0332450155505,0.155949368018
2.16666666667,0.220041512689,0.175290684649,0.032311198949,0.146520967313
2.2,0.218522743103,0.174764941374,0.0272370037459,0.134292272431
2.23333333333,0.216034497434,0.17399080983,0.018628146788,0.118914938263
2.26666666667,0.212611403582,0.173043699307,0.00760720121332,0.0998948548147
2.3,0.208322257978,0.1720234844,-0.00446314531613,0.0766060713249
2.33333333333,0.203262203726,0.171047380021,-0.0162753779478,0.0483156948135
2.36666666667,0.197550010757,0.170247210274,-0.0268076096506,0.0141998604598
2.4,0.191328432863,0.169768723301,-0.035444481545,-0.0266571095947
2.43333333333,0.184764125665,0.169767981125,-0.0419900558425,-0.0752612210181
2.46666666667,0.178044519063,0.17040068083,-0.0466044875256,-0.132646610983
2.5,0.171371542413,0.171803706822,-0.0497028236684,-0.19965472064
2.53333333333,0.164953525902,0.174071818059,-0.0518447897193,-0.276454280408
2.56666666667,0.158995385416,0.177234447712,-0.0536315600413,-0.36181280304
2.6,0.153684888791,0.181238104874,-0.0556175588511,-0.452420423919
2.63333333333,0.149172637315,0.18593942076,-0.05824292542,-0.542885129353
2.66666666667,0.145546939274,0.191112542792,-0.0617920316594,-0.62686261059
2.7,0.143685181769,0.196833256336,-0.0662557885552,-0.698902310318
2.73333333333,0.143603396084,0.202837046836,-0.071633953798,-0.755848364318
2.76666666667,0.144009640893,0.208372645476,-0.0779634414469,-0.797045980927
2.8,0.144615473096,0.213180221722,-0.0850596476076,-0.823620951802
2.83333333333,0.145120041616,0.217076972933,-0.0927404611261,-0.837539733432
2.86666666667,0.145275387714,0.219972593193,-0.100856753044,-0.840912793358
2.9,0.144936843976,0.221868577133,-0.109300759652,-0.835643316431
2.93333333333,0.14408259297,0.222842866302,-0.117996261189,-0.823341733182
2.96666666667,0.142798154437,0.223024038911,-0.126877259283,-0.805385948329
3,0.141235287025,0.222561539498,-0.135864212554,-0.783018932437
3.03333333333,0.139563706938,0.221599493865,-0.144848883109,-0.757409339763
3.06666666667,0.137933850752,0.220260423186,-0.153696048921,-0.729652131398
3.1,0.13646060926,0.218641577031,-0.162261521088,-0.700734912231
3.13333333333,0.135226865213,0.216821864587,-0.170416757947,-0.671513666568
3.16666666667,0.134297700511,0.214873466436,-0.178067358963,-0.642721537974
3.2,0.133734398041,0.212870998847,-0.185157488275,-0.614998522466
3.23333333333,0.133601073708,0.210893229368,-0.191661968492,-0.588909513337
3.26666666667,0.13396257371,0.209016681565,-0.197576146749,-0.564927053111
3.3,0.134876653991,0.207304618629,-0.202914070634,-0.543382713865
3.33333333333,0.136384836005,0.205796688465,-0.207717739369,-0.524414258503
3.36666666667,0.138505508097,0.204503467787,-0.21207077772,-0.507938765196
3.4,0.141231369691,0.203407468422,-0.216104411656,-0.493666408413
3.43333333333,0.144531477392,0.202469449725,-0.219983811067,-0.481149595816
3.46666666667,0.148355769344,0.201637254196,-0.22387045252,-0.469851295815
3.5,0.152638685521,0.200854423963,-0.227870658323,-0.459217660813
